,distance,flow,popden
0,174.77853498575587,356116,135124.5
1,11.621846230208945,624,5602.700000000018
2,67.10644503377183,2800,24950.800000000178
3,31.438648900864525,1015,6373.600000000029
4,18.069750836245195,868,16366.700000000059
5,57.15226869006464,3063,23933.799999999865
6,29.65167089595782,1506,23227.5
7,13.61634104531337,465,13109.999999999965
8,22.025370038085285,877,17279.999999999927
9,51.774034029679335,2229,17576.399999999852
10,28.94894067223611,996,21356.0
11,18.390600102414727,658,12235.999999999958
12,24.52688384236166,1099,18990.799999999916
13,20.581795839344505,785,10822.5
14,104.54502178256679,6463,80451.40000000023
15,31.888675650262847,877,28421.0
16,14.672983951288826,518,11397.0
17,67.73462553000088,3604,17489.60000000021
18,79.74598184490152,4237,18563.500000000036
19,78.5342319846616,5400,20221.20000000005
20,42.06405834840412,1731,52974.39999999964
21,50.04490157697008,2141,18067.700000000048
22,67.63747503026059,4436,19024.20000000001
23,26.375298759995456,1008,9963.100000000057
24,13.252770193222675,469,7283.900000000021
25,61.64404667626738,3282,34208.09999999978
26,40.11264995681639,1543,27156.000000000196
27,34.14940026404719,1818,20239.99999999997
28,69.53672447617895,1428,3118.5000000000205
29,61.34738395033788,3156,24477.5999999998
30,18.045685468727612,634,12139.200000000033
31,73.50395747630631,3077,35161.09999999952
32,33.58934223816763,1117,19765.199999999986
33,38.78467578407913,1572,24498.600000000126
34,45.77002290351198,876,18568.99999999998
35,28.17402390918156,956,5535.0
36,50.135527074100956,1564,27700.800000000218
37,68.85707140905487,2015,17966.199999999808
38,63.487555528262256,3328,8470.0
39,71.87261644731993,3507,36437.39999999991
40,87.6116038353793,3752,65687.2999999991
41,18.510060821361925,330,10375.199999999963
42,32.44309129732577,885,20995.200000000033
43,35.80502863913198,1382,21830.0
44,75.42769541634621,2214,45125.100000000515
45,60.40458739484188,2203,37520.0
46,33.2058867230545,1089,10144.199999999988
47,106.42105202514294,1951,99591.69999999879
48,57.35862547450185,2040,31730.0
49,113.5019563414351,3778,57670.199999999066
50,68.3176961563908,2232,82182.1000000003
51,137.62666898028596,5361,66815.09999999893
52,58.73983399809533,1436,23616.0
53,106.80424165599035,4448,64854.700000000994
54,51.69476477614898,1499,13594.5
55,36.4354663657068,1187,23187.600000000082
56,65.57219535516553,2323,31414.800000000312
57,82.91220312662718,2768,31720.500000000335
58,54.79489469608933,1603,36857.599999999715
59,84.77639918841194,2618,35703.5
60,118.70512828947041,6939,33810.0
61,18.54727915556009,535,12432.000000000031
62,27.812937180314194,731,21406.400000000107
63,40.83892742391546,2172,10444.299999999916
64,21.41833101019426,896,22251.899999999852
65,44.86124429240695,2541,15460.199999999888
66,84.92909105489703,4391,21547.5
67,18.209497605425476,776,7856.7999999999765
68,6.815909399095141,305,3985.600000000006
69,24.450885155921394,1400,14051.299999999947
70,45.64946318886398,2749,12542.399999999921
71,9.250150964505707,635,9246.0
72,26.779375896911407,997,20339.999999999887
73,16.77737958653513,623,8339.800000000017
74,17.217981944641725,711,12950.0
75,9.530975097915642,484,5562.0
76,108.29058947777008,7559,35441.10000000019
77,38.71299973933421,2411,19884.900000000132
78,29.594867553853494,1912,10571.00000000006
79,19.258406416098968,1110,14469.19999999994
80,81.26946689847456,5172,17069.40000000012
81,18.065174285688386,1028,8282.0
82,18.208134157564373,943,11323.800000000048
83,15.642899369679254,807,9052.799999999992
84,41.831770477325534,1391,6629.999999999967
85,11.318525261369635,390,4527.8999999999905
86,7.6217241665376125,462,7112.499999999985
87,71.3637800761443,5340,30221.40000000031
88,57.48128368624461,2998,17522.999999999927
89,94.17825996113933,4029,8559.999999999927
90,99.95298610154573,2311,48111.0
91,97.99186144906628,2533,45119.999999999745
92,50.49000273801573,1832,24678.499999999876
93,24.871551148415453,1032,11113.5
94,42.322932500991875,1009,16285.999999999913
95,29.547483049816858,918,11188.800000000027
96,49.38214699554434,1722,26566.799999999843
97,134.43698011320407,5635,35875.200000000594
98,97.91018018563692,2166,37506.0
99,40.98112029048881,894,21143.699999999855
100,101.67432858806664,4019,42164.39999999979
101,53.22331954126705,1121,22240.39999999993
102,37.893086005139075,1088,20832.00000000012
103,102.14969405860941,2645,57530.99999999927
104,55.72901256312365,1333,50064.0
105,6.0989073061414425,147,4941.0
106,189.4763756741617,7690,72948.80000000197
107,15.74214633898398,373,13965.600000000031
108,55.42632794410087,2426,47684.999999999694
109,134.24573882722973,4171,66944.30000000111
110,76.89543851685487,2942,43096.199999999466
111,44.00663770074455,1161,52296.40000000033
112,21.777117922714304,449,20348.099999999922
113,72.79125676595473,2189,42110.400000000445
114,71.56986300841973,1815,74790.0
115,107.70733564222134,2433,53632.80000000065
116,192.60939730110698,11464,46332.59999999919
117,69.30489360532545,1578,100337.10000000075
118,143.6174696639218,4351,59520.0
119,40.13046418250474,935,22915.200000000143
120,88.58337388202992,2461,88590.59999999897
121,110.49349758884128,3230,88726.39999999844
122,21.097563077421693,475,31205.20000000011
123,45.625723999127906,1057,69263.99999999974
124,19.36641883417516,744,8343.900000000032
125,22.387957595991438,1158,7286.400000000031
126,58.21492815168597,2684,35071.39999999981
127,35.27126162704574,1068,18708.30000000013
128,49.40261614870907,3364,26523.39999999975
129,23.436091843621654,1580,5087.600000000006
130,64.36145721232893,5367,39045.699999999975
131,38.26399015019916,1529,32967.199999999764
132,27.02728609132274,1289,3653.9999999999823
133,26.34108804722061,599,8778.0
134,23.553425489205708,1422,12001.500000000067
135,29.563289917822107,1250,16589.99999999992
136,55.71034782398368,2453,28669.79999999968
137,26.09358195295899,802,19567.200000000004
138,54.79160884197238,3192,24651.39999999983
139,129.17592385713024,13854,55280.49999999889
140,41.32741675376478,2755,3074.3999999999833
141,41.81882091797334,2218,22129.800000000196
142,8.33901126569154,434,4141.800000000007
143,25.482922502626398,1378,6791.5
144,45.279532141543186,2572,21689.0
145,44.437808741712956,2256,12926.700000000108
146,7.593881743012797,519,3672.0
147,25.990515736781795,1248,6783.0
148,7.179621946913128,361,3070.5
149,63.35962488864053,4783,25488.89999999976
150,14.802025597592289,518,6384.0
151,26.12479097118193,2529,9922.5
152,14.820305172073716,793,6630.0
153,14.180717623618342,526,5183.2000000000035
154,37.16081101302683,2313,5208.400000000012
155,32.3314163557313,1894,3478.2000000000207
156,15.174032797972096,732,8655.299999999972
157,59.66317932192493,4029,2740.3999999999883
158,33.84187582701648,2037,2366.3999999999987
159,13.273017123773386,634,2194.800000000007
160,72.00248216443352,2118,17370.600000000213
161,79.7530598569852,2667,27389.400000000336
162,120.26493631172185,4437,147122.50000000338
163,49.61288599105595,1177,31892.0
164,54.39924004685524,1312,52752.79999999955
165,64.65638433395479,1340,82444.9999999998
166,115.5221842792829,4119,176275.40000000168
167,156.98859384334617,9891,140209.2000000037
168,80.45500084236386,2126,120573.49999999852
169,110.51593976755858,3033,115749.49999999824
170,54.814356031216455,1211,81862.19999999921
171,63.0089158607538,1606,97071.19999999931
172,61.86328138991453,1348,78376.89999999927
173,41.18423199481441,798,58587.0
174,61.15806674257747,1375,90753.0
175,31.35313193224706,479,37620.0
176,117.87866907174296,2918,84738.99999999948
177,136.25249599546555,6037,146985.0
178,164.918975558374,9107,268135.200000007
179,75.33888827928726,1824,99740.80000000075
180,176.63282857636295,23354,186493.20000000563
181,152.625747700999,7316,152401.99999999977
182,161.2692828180036,7372,354843.5000000066
183,138.38861101838384,4757,266998.90000000654
184,162.25911014729542,9554,393395.2000000137
185,174.5866001616723,40351,358108.7999999797
186,172.52955535496957,30307,477302.0
187,173.30166979947052,67999,254392.90000001472
188,48.62033954973238,1912,29562.5
189,20.708215762314563,778,11588.49999999997
190,31.616581019298366,1102,21683.600000000057
191,26.01042409461939,940,25922.799999999894
192,17.159042905179682,1013,19910.0
193,12.007785701108055,489,15632.000000000045
194,33.105413719803515,1437,30656.5
195,37.54108530708651,1230,39716.80000000031
196,14.914609062903727,685,21515.499999999927
197,38.50641771233782,2130,41145.0
198,21.909138164027702,1171,20957.19999999997
199,49.681243133053066,3053,39637.10000000005
200,23.624953826674794,1158,20010.0
201,46.81826022271526,4104,61378.200000000594
202,36.07728064199494,1675,32049.80000000022
203,11.303077332041761,650,16723.200000000048
204,10.214908306034603,551,6677.999999999984
205,44.6234583171343,3138,34624.80000000016
206,76.39375926389322,6244,79821.20000000017
207,18.668929268725847,787,14822.5
208,52.54160051548648,2653,71208.79999999968
209,15.058738912401019,705,6036.800000000021
210,77.98536642921832,6877,57274.1999999992
211,11.006962317898953,485,7520.700000000015
212,23.5363455656223,1215,3388.5
213,126.75723113228302,15879,105429.50000000249
214,59.44684592688271,4613,24990.0
215,34.10118430916981,2035,16832.799999999916
216,8.043422621838685,376,8797.100000000017
217,28.352606977225943,2104,21840.0
218,21.159266291831628,943,9147.599999999993
219,17.704458495185573,1321,5957.0
220,22.659518725186103,1081,5828.000000000025
221,20.703946428475145,818,6075.000000000027
222,25.007868488023483,1222,11302.199999999975
223,27.49933497270468,3123,16665.5999999999
224,14.690169320586364,1172,5175.399999999994
225,11.62127917483834,642,2044.8000000000045
226,15.387489832814992,876,9133.199999999992
227,39.97285724772838,2626,13906.199999999879
228,13.786832491483972,959,3199.200000000014
229,8.164588052456054,765,3638.0000000000105
230,14.078803974839747,966,3669.299999999985
231,71.08756216726536,2411,40248.00000000049
232,16.11831686557534,659,7105.199999999978
233,25.326752375984977,747,14255.999999999942
234,43.909892660513435,1385,20309.10000000003
235,63.6321967498744,1995,42996.49999999955
236,124.76915735436586,5067,29690.700000000506
237,79.76908935847956,3075,27331.500000000295
238,24.48471774964741,601,10155.799999999992
239,15.716861281972488,539,7522.5
240,28.1290323468027,1061,17761.70000000008
241,177.41040354727363,5148,53847.5
242,40.14295651719366,2233,23012.40000000009
243,21.006186006198966,582,12350.0
244,11.531663001324812,314,10248.0
245,227.14594414493033,16848,67670.4000000018
246,18.445564008228857,493,15243.89999999995
247,14.213409335266217,646,15652.0
248,40.91621616674116,974,20040.79999999998
249,140.61576383261047,5239,81204.00000000153
250,156.15220751367227,6259,62766.600000001024
251,16.00105306939799,347,9258.399999999996
252,31.698132241227317,775,12962.40000000006
253,55.298983402324566,2838,35448.40000000011
254,69.86006388369486,1269,41580.0
255,99.18730951789111,2559,95280.99999999869
256,32.61787553767129,1609,29767.200000000154
257,69.53690769155604,1502,28030.800000000225
258,100.72328645758047,2529,69878.89999999916
259,161.16778923902598,8452,31836.200000000572
260,56.26145873418659,2087,53853.40000000055
261,104.03461811551165,2231,52808.79999999931
262,93.07943531413956,2523,67744.60000000092
263,133.06259190266857,3242,98172.0
264,106.16585209676091,2577,74662.5
265,69.42016736305808,1317,26010.599999999788
266,61.902773063386576,2726,45325.69999999978
267,32.190417814029146,1148,18119.400000000027
268,40.4460460901751,914,24449.400000000092
269,13.877296362754413,612,14060.80000000005
270,12.312369963155657,701,10684.800000000012
271,63.744543337928896,2829,28794.49999999968
272,36.87309915977841,2480,2772.0
273,24.131562821322493,1490,13700.400000000069
274,21.147411813734127,1278,19638.4000000001
275,22.21400715369329,1030,21948.300000000054
276,38.30572222390435,2673,29138.400000000223
277,37.67648842687059,3027,33634.0
278,61.04968498610486,5372,30168.399999999627
279,48.937476789789415,2307,4288.899999999956
280,71.98193234383623,6042,42110.39999999933
281,12.859023412375835,522,2837.100000000004
282,107.8546351030049,6436,17419.599999999617
283,46.99984119199607,3921,41171.39999999959
284,49.89609528067534,2710,31079.100000000308
285,13.313562839313223,447,4555.199999999987
286,28.35981699285289,1068,20128.000000000127
287,28.31818542917544,1030,16027.000000000091
288,128.89549034171492,5307,66495.30000000117
289,21.402866006076568,1117,15325.799999999934
290,32.49257408471943,1251,14403.899999999912
291,27.826133430654707,1267,33665.40000000013
292,20.10966921215589,714,28875.0
293,45.735371490680016,1493,26937.600000000228
294,18.68082839848268,958,11752.10000000003
295,40.5199143993823,1470,27945.0
296,14.803119036709647,583,8742.0
297,35.613010463858345,1797,35381.1999999999
298,79.28236374368058,4551,37229.99999999991
299,17.87406762502093,617,21610.599999999904
300,49.470373123662135,1646,34508.80000000032
301,67.67154814230705,3198,38575.600000000435
302,31.696040638548304,1316,23419.200000000143
303,35.23636253170369,1464,29403.200000000183
304,6.237746890153975,270,7281.89999999999
305,69.55927442573197,4811,27670.999999999683
306,24.62254885979855,879,16057.100000000053
307,157.4039996719409,10355,73473.0
308,20.59627356283653,710,28588.600000000108
309,42.680765547126526,1767,34838.099999999744
310,35.309124174755596,1690,41712.0
311,19.49885268437209,671,8353.599999999971
312,25.920511316597803,879,27883.700000000114
313,59.47907716124715,1787,58182.99999999959
314,42.84446894678509,1152,19074.000000000007
315,14.304293598924117,489,17714.39999999994
316,79.30803431474011,5437,31195.000000000426
317,19.835254125063397,733,16361.799999999945
318,10.5498213778115,485,4773.599999999999
319,26.63210999396114,660,19093.799999999996
320,45.875909117097294,1064,12636.799999999921
321,55.96273570191903,1379,22613.50000000019
322,16.36724213912993,475,8032.399999999978
323,9.575490951557713,288,6325.000000000011
324,15.456066114945898,582,10678.5
325,38.24747778598333,2066,18620.0
326,56.82548539951593,2940,10099.800000000103
327,22.810917479610048,758,10081.499999999956
328,32.56099466361741,1210,17632.799999999952
329,13.182834138359562,458,9027.00000000003
330,97.99026217570892,1407,36160.8000000005
331,49.37407135532045,2513,68590.00000000033
332,29.121960578650846,790,32844.39999999981
333,28.53526363388734,1246,31668.0
334,19.714639337927466,833,32424.20000000013
335,19.78073077393845,1029,37900.20000000001
336,19.974906777153997,516,40774.99999999981
337,24.039035935283522,667,23722.600000000115
338,43.73130016027958,1723,61754.20000000044
339,47.612374979584985,1279,50555.60000000029
340,29.462323019780772,907,38014.19999999999
341,22.642915892447547,923,53049.300000000236
342,22.946824198419545,554,10691.200000000052
343,57.563615800999436,2040,113380.79999999882
344,22.970774667122715,511,35113.100000000064
345,41.8349169337312,1162,85780.49999999933
346,104.63725985300776,5454,122941.60000000207
347,81.968161203849,2064,40016.49999999939
348,91.41912255862438,4112,152893.80000000008
349,52.1741975848776,1794,66616.5
350,90.80965655517845,3468,107824.50000000153
351,25.9143917113042,695,35720.99999999994
352,96.67860254042226,3560,111766.40000000161
353,30.790496943865325,709,46510.5
354,99.41071591472064,3173,165640.69999999925
355,114.53552912493818,3313,196465.50000000407
356,176.49465888259337,33065,357616.0
357,209.39433346309838,16439,56710.799999998024
358,44.29259404037239,745,53725.70000000027
359,23.100717251227312,317,24796.5
360,198.2099531189635,13716,197096.09999999256
361,111.88724477719703,2575,140020.99999999904
362,66.92954178917336,1114,89889.59999999919
363,115.07102408627067,2408,194115.40000000305
364,33.207401609854095,700,30494.100000000137
365,61.729648633311164,1280,86361.59999999967
366,121.54186421325791,3544,159327.0
367,115.82121763028536,3167,90600.0
368,174.8499821547734,6449,254030.70000000656
369,210.3245536738381,19966,215373.6000000086
370,56.357157462914394,1034,75200.79999999993
371,168.23970453112608,3785,269886.0
372,140.19358321907453,4511,165642.59999999913
373,112.78329517605245,2775,142881.80000000086
374,111.70261847446434,2858,127195.19999999779
375,66.39075527551766,1383,104194.79999999914
376,117.77651803500707,3676,121080.39999999793
377,113.44620842088634,3640,167907.00000000306
378,31.199041366556923,582,49126.000000000255
379,122.349857903118,3909,133114.00000000207
380,118.6615752352428,3252,60356.20000000097
381,88.7552223201694,2402,88063.00000000061
382,29.62529426491402,768,39362.39999999979
383,67.52223682030976,2529,39587.60000000005
384,45.670225768607644,1436,28060.0
385,21.37071226614385,547,19573.40000000008
386,21.821864624575863,599,16144.5
387,94.67271766376837,4837,82823.4000000004
388,23.654303991368447,780,30692.899999999852
389,22.920600985152998,777,9909.000000000005
390,11.392575016676497,350,22243.00000000003
391,41.00724896461631,1294,61083.59999999957
392,41.819015985298044,1448,69825.0
393,33.016312399383835,1064,39010.0
394,27.851922864413382,1075,26433.0
395,78.54772794091973,2939,47989.5
396,92.51775326302284,5136,78758.40000000011
397,29.771980106828927,796,18450.0
398,16.87999782016037,482,35215.200000000055
399,25.863823686398355,980,27507.600000000133
400,41.62107436619466,1276,56453.39999999955
401,49.07609616066821,1818,28791.0
402,24.29140980265435,748,23391.60000000013
403,42.99065049589509,1522,56077.200000000405
404,35.98531541538345,792,42761.60000000009
405,73.82028287719096,3110,66028.79999999913
406,25.407648926462738,813,38357.200000000004
407,52.65486548331594,2010,64347.200000000616
408,34.7011569129872,1033,41618.4999999997
409,22.7341040681174,682,32318.09999999986
410,69.67537566803509,1834,19116.600000000228
411,29.1240771999136,847,19905.599999999882
412,45.7976024216331,1415,51199.49999999969
413,19.53458690505023,701,16286.69999999994
414,60.50510566257748,2046,61704.79999999945
415,34.44653285980534,894,38798.39999999974
416,18.235501887919607,485,27451.2000000001
417,81.68093709078319,3500,8222.799999999916
418,49.0015418905285,1816,20936.399999999812
419,22.70602257038241,769,8836.500000000035
420,16.574800214458115,637,2379.0000000000005
421,21.27806647932788,1153,15240.0
422,34.610596522647626,1821,15277.600000000091
423,50.23694325521023,1599,35126.00000000013
424,14.259914755549545,713,11264.0
425,11.825518490987912,587,4563.2999999999865
426,21.396545783225875,870,17113.59999999996
427,53.57730016080955,1861,43947.200000000164
428,19.53230280881174,654,16317.000000000062
429,57.99530408701765,2507,39148.20000000035
430,16.318135070346163,609,5876.399999999981
431,41.48852798247892,2283,12969.600000000077
432,10.025638514848463,480,12404.000000000031
433,16.829475782115676,644,7298.0
434,94.46103685311655,5169,59722.6999999992
435,33.19465085593527,1201,21741.50000000012
436,13.588384767494235,471,6553.999999999984
437,160.1442735459698,7678,74957.3999999998
438,8.406525625610206,430,10147.899999999996
439,109.43519792660676,2330,38678.40000000052
440,61.366353472644676,2406,45893.399999999434
441,17.961016596343317,563,13328.099999999964
442,55.46161413043103,2619,12893.400000000112
443,19.238010842456212,835,13479.199999999953
444,13.769999871919115,448,12698.000000000025
445,15.367554815029578,553,1661.0
446,19.625094851240178,855,4895.900000000016
447,22.83990807196786,913,3128.39999999999
448,58.44238623539573,1687,35003.0
449,13.168591711529004,960,3534.0
450,19.18792488219884,938,7933.60000000003
451,110.93548249547293,5443,9383.399999999985
452,8.999309135326957,443,4663.200000000012
453,16.092682824637553,1056,12343.5
454,47.474625949639105,1730,11121.600000000068
455,34.06468400828728,1182,12284.999999999949
456,26.06300896635893,1358,9282.400000000007
457,142.6313162846197,13703,47685.599999999504
458,10.957446264103533,673,8399.5
459,13.622608488424616,454,3233.199999999992
460,86.88537651394076,4113,38420.8
461,131.86829323580537,7861,22997.0
462,26.744039154317186,923,1491.200000000004
463,32.8612283529023,1082,6102.000000000021
464,52.74695541809895,3291,18762.5
465,19.724118964806856,915,9081.50000000001
466,58.25702082973906,2451,17449.80000000007
467,28.00379275859859,1003,13756.399999999947
468,28.144984833977034,964,1311.4999999999984
469,34.72485750619683,1252,9947.000000000045
470,18.3000582374258,566,4181.400000000011
471,11.244558295958946,600,5424.399999999986
472,71.10659363049197,2866,11260.799999999874
473,61.23287443042663,2798,2349.0
474,21.395075376450563,990,9109.799999999992
475,41.549353423258886,2085,4356.0
476,68.08767362039009,4128,25955.60000000034
477,106.60677298291424,3490,3807.3000000000484
478,29.657370250557346,1154,7963.200000000036
479,51.180103423296295,942,7007.999999999956
480,32.681149086736305,1237,13910.399999999936
481,48.575407566913,2721,10453.800000000077
